(Product),(Customer),(Purchase Date),Cost Amount,Profit After Tax,Profit Before Tax,Discounted Sales,Undiscounted Sales
Nokia I888,Iggy Osterman,12/2/2001,5773.89,2502.85,3128.56,8902.45,9436.6
Xerox 1884,Jasper Cacioppo,12/2/2001,490.08,211.216,264.02,754.1,844.592
Computer Room Manger  14Inch,Laura Armstrong,12/2/2001,828.19,343.272,429.09,1257.28,1496.16
DAX Clear Channel Poster Frame,Laura Armstrong,12/2/2001,619.13,-20.27,-20.27,598.86,640.78
Wirebound Voice Message Log Book,Jane Waco,12/2/2001,41.05,25.04,31.3,72.35,82.479
Acme Titanium Bonded Scissors,Lena Cacioppo,12/3/2001,227.36,-39.03,-39.03,188.33,216.58
TIMEPORT P8767,Lena Cacioppo,12/3/2001,416.04,178.72,223.4,639.44,716.173
Canon PC940 Copier,Robert Marley,12/3/2001,6599.89,4716.34,5895.43,12495.3,14494.6
Nokia 6161,Speros Goranitis,12/3/2001,4168.57,1720.14,2150.17,6318.74,6950.61
Xerox 1909,Frank Olsen,12/4/2001,385.95,214.728,268.41,654.36,713.252
Nokia 6120i,Jesus Ocampo,12/5/2001,312.87,152.76,190.95,503.82,579.393
Xerox 1884,Iggy Osterman,12/5/2001,644.11,222.456,278.07,922.18,1032.84
9-3/4 Diameter Round Wall Clock,Lynn Smith-Reed,12/5/2001,176.52,3.064,3.83,180.35,209.206
Satellite Sectional Post Binders,Noel Staavos,12/5/2001,796.8,834.056,1042.57,1839.37,2115.28
Global Low Back Tilter Chair,David Wiener,12/5/2001,1975.94,-2.52,-2.52,1973.42,2348.37
Global Task Chair  Black,Ellis Ballard,12/5/2001,3382.93,-871.53,-871.53,2511.4,2762.54
Nokia CF 768,Jane Waco,12/5/2001,1029.19,392.304,490.38,1519.57,1808.29
Economy Rollaway Files,Victor Price,12/5/2001,2466.62,955.16,1193.95,3660.57,3953.42
Canon PC1080F Personal Copier,Jesus Ocampo,12/6/2001,12624.3,13384.2,16730.2,29354.5,31702.9
Nokia V2260,Jesus Ocampo,12/6/2001,41.51,16.872,21.09,62.6,70.738
Newell 338,Tanja Norvell,12/6/2001,98.61,10.072,12.59,111.2,123.432
Xerox 1894,Lynn Smith-Reed,12/6/2001,224.06,-42.62,-42.62,181.44,201.398
Nokia R280,Noel Staavos,12/6/2001,4644.44,2580.26,3225.32,7869.76,8971.53
Avery Non-Stick Binders,Roy Skaria,12/6/2001,32.41,19.568,24.46,56.87,63.126
SC-3160,Steven Roelle,12/6/2001,47.92,22.688,28.36,76.28,93.824
OIC Bulk Pack Metal Binder Clips,Hilary Holden,12/7/2001,27.57,13.504,16.88,44.45,54.674
Global Leather Executive Chair,Iggy Osterman,12/7/2001,1160.22,501.928,627.41,1787.63,2037.9
Global Value Steno Chair  Gray,Sandra Glassco,12/7/2001,996.66,-86.54,-86.54,910.12,1010.23
Letter Size Cart,David Flashing,12/7/2001,1999.83,483.944,604.93,2604.76,2761.05
Zoom V.92 USB External Faxmodem,David Flashing,12/7/2001,1862.35,212.504,265.63,2127.98,2553.58
Xerox 222,Victor Price,12/7/2001,142.68,-36.84,-36.84,105.84,129.125
Hon 4060 Series Tables,Hilary Holden,12/8/2001,5441.86,-1128.68,-1128.68,4313.18,4787.63
Things To Do Today Spiral Book,Hilary Holden,12/8/2001,304.86,47.952,59.94,364.8,448.704
Brown Kraft Recycled Envelopes,Elizabeth Moffitt,12/8/2001,861.65,-35.48,-35.48,826.17,983.142
GBC Prestige Therm-A-Bind Covers,Elizabeth Moffitt,12/8/2001,33.03,17.432,21.79,54.82,67.977
Nokia 2190,Elizabeth Moffitt,12/8/2001,1405.29,761.776,952.22,2357.51,2805.44
Xerox 189,Elizabeth Moffitt,12/8/2001,1674.3,1008.02,1260.02,2934.32,3110.38
Xerox 1928,Elizabeth Moffitt,12/8/2001,217.67,-76.27,-76.27,141.4,152.712
Luxo Economy Swing Arm Lamp,Jim Sink,12/8/2001,446.01,-114.36,-114.36,331.65,354.866
Xerox 193,Jim Sink,12/8/2001,87.63,-11.65,-11.65,75.98,94.215
Luxo Adjustable Task Clamp Lamp,Victor Price,12/8/2001,2049.76,425.744,532.18,2581.94,2891.77
Microsoft Natural Keyboard Elite,Iggy Osterman,12/9/2001,1305.57,141.192,176.49,1482.06,1674.73
Novimex Turbo Task Chair,Michael Oakman,12/9/2001,1799.94,-288.64,-288.64,1511.3,1737.99
EcoTones Memo Sheets,Patrick O_Brill,12/9/2001,100.08,41.776,52.22,152.3,164.484
Premier Automatic Letter Opener,Patrick O_Brill,12/9/2001,844.37,55.656,69.57,913.94,1023.61
Xerox 1944,Victor Price,12/9/2001,373.38,41.12,51.4,424.78,509.736
Acco 3-Hole Punch,Nona Balk,12/10/2001,250.58,-98.6,-98.6,151.98,177.817
Nokia i700plus,Laura Armstrong,12/10/2001,2380.33,875.072,1093.84,3474.17,3752.1
Xerox 2,Barbara Fisher,12/10/2001,184.75,-41.04,-41.04,143.71,155.207
Novimex Fabric Task Chair,Tracy Zic,12/10/2001,872.23,-96.42,-96.42,775.81,930.972
Avery 500,Karen Seio,12/12/2001,49.17,44,55,104.17,112.504
Euro-Pro Shark Turbo Vacuum,Iggy Osterman,12/12/2001,1412.84,-747.35,-747.35,665.49,765.313
Xerox 1932,Iggy Osterman,12/12/2001,334.03,190.432,238.04,572.07,680.763
Newell 328,Roy Skaria,12/12/2001,94.28,-1.17,-1.17,93.11,101.49
Xerox 1910,Roy Skaria,12/12/2001,205.78,186.968,233.71,439.49,514.203
Acco Pocket Keypad,Tonja Turnell,12/12/2001,1226.78,701.48,876.85,2103.63,2419.18
Elite 5Inch Scissors,Jennifer Patt,12/12/2001,86.92,-21.94,-21.94,64.98,74.077
Epson LQ-570e Dot Matrix Printer,Jane Waco,12/12/2001,6293.11,2854.33,3567.91,9861.02,11931.8
Nokia 5120,Iggy Osterman,12/13/2001,3749.19,1592.93,1991.16,5740.35,6371.79
Avery White Multi-Purpose Labels,Henia Zydlo,12/13/2001,48.64,43.912,54.89,103.53,121.13
Newell 334,Jennifer Patt,12/13/2001,312.25,17.92,22.4,334.65,394.887
Logitech Access Keyboard,Stephanie Ulpright,12/13/2001,366.77,163.96,204.95,571.72,674.63
Xerox 1973,Pierre Wener,12/14/2001,335.76,-31.66,-31.66,304.1,367.961
Nokia T61,Iggy Osterman,12/14/2001,734.61,373.112,466.39,1201,1465.22
Fellowes Super Stor/Drawer,Harold Pawlan,12/14/2001,1543.3,-468.37,-468.37,1074.93,1246.92
Harmony Air Purifier,Heather Jas-Hannaway,12/14/2001,1812.2,837.896,1047.37,2859.57,3288.51
Avery 520,Frank Olsen,12/14/2001,76.61,51.088,63.86,140.47,174.183
Newell 348,Michael Oakman,12/15/2001,50.74,11.104,13.88,64.62,73.021
Nokia 3390,Quincy Jones,12/15/2001,729.71,272.536,340.67,1070.38,1305.86
Microsoft Office Keyboard,Olvera Toch,12/15/2001,1354.66,109.672,137.09,1491.75,1715.51
Nokia 2160i,Heather Jas-Hannaway,12/15/2001,5156.93,2335.98,2919.97,8076.9,9692.28
Nokia T60,Stephanie Ulpright,12/15/2001,2346.18,1128.7,1410.87,3757.05,4508.46
Nokia 6120,Henia Zydlo,12/16/2001,94.15,36.28,45.35,139.5,160.425
Xerox 215,Jason Gross,12/16/2001,191.89,-49.07,-49.07,142.82,175.669
Xerox 1994,MaryBeth Skach,12/16/2001,325.5,-44.26,-44.26,281.24,331.863
Nokia 6120i,Stephanie Ulpright,12/16/2001,2085.78,1162.86,1453.57,3539.35,4070.25
Epson FX-880+ Dot Matrix Printer,Jim Sink,12/16/2001,7268.75,3060.22,3825.27,11094,12425.3
12-1/2 Diameter Round Wall Clock,Karen Seio,12/17/2001,507.01,-7.01,-7.01,500,585
Avery 506,Karen Seio,12/17/2001,103.42,66.608,83.26,186.68,210.948
Xerox 1943,Karen Seio,12/17/2001,1695.16,508.728,635.91,2331.07,2587.49
Avery Hanging File Binders,Pierre Wener,12/17/2001,122.31,66.984,83.73,206.04,224.584
DAX Wood Document Frame.,Michael Oakman,12/17/2001,285.28,2.912,3.64,288.92,312.034
Epson C82 Color Inkjet Printer,Noel Staavos,12/17/2001,1601.5,1382.83,1728.54,3330.04,3529.84
Hon Metal Bookcases  Black,Elizabeth Moffitt,12/17/2001,3397.07,102.288,127.86,3524.93,4018.42
GBC Linen Binding Covers,William Brown,12/17/2001,300.2,90.8,113.5,413.7,479.892
MicroTAC 650,Meg O_Connel,12/17/2001,216.32,93.92,117.4,333.72,393.79
Avery 497,Shui Tom,12/17/2001,42.63,32.92,41.15,83.78,98.023
Polycom VoiceStation 100,Shui Tom,12/17/2001,5386.26,5092.23,6365.29,11751.5,13161.7
Avery 507,Mary O_Rourke,12/18/2001,71.42,48.648,60.81,132.23,161.321
Advantus Rolling Storage Box,William Brown,12/18/2001,745.35,77.568,96.96,842.31,960.233
Tensor Computer Mounted Lamp,William Brown,12/18/2001,1087.61,-354.8,-354.8,732.81,791.435
Avery 482,Harold Pawlan,12/18/2001,104.41,21.176,26.47,130.88,151.821
Zipper Ring Binder Pockets,Olvera Toch,12/18/2001,363.25,-197.96,-197.96,165.29,200.001
Xerox 1982,Meg O_Connel,12/18/2001,1211.55,-251.9,-251.9,959.65,1074.81
Bagged Rubber Bands,MaryBeth Skach,12/18/2001,53.34,-12.06,-12.06,41.28,45.408
Memorex 4.7GB DVD+RW  3/Pack,MaryBeth Skach,12/18/2001,187.35,180.832,226.04,413.39,458.863
Sony Silver 80 Minute CD-R,Shui Tom,12/18/2001,18.24,-4.65,-4.65,13.59,15.221
Xerox 220,Rose O_Brian-Murray,12/19/2001,19.78,-0.12,-0.12,19.66,23.002
Tops Wirebound Message Log Books,Hilary Holden,12/19/2001,51.18,9.48,11.85,63.03,68.072
Xerox 1933,Hilary Holden,12/19/2001,66.68,24.136,30.17,96.85,118.157
Newell 328,Pierre Wener,12/19/2001,199.64,2.424,3.03,202.67,220.91
OIC Binder Clips,Pierre Wener,12/19/2001,21.38,2.232,2.79,24.17,27.07
Hanging Personal Folder File,Michael Oakman,12/19/2001,268.71,-52.18,-52.18,216.53,238.183
Xerox 217,William Brown,12/19/2001,201.16,-77.73,-77.73,123.43,153.053
Xerox 212,Shui Tom,12/19/2001,291.54,-112.1,-112.1,179.44,195.59
Xerox 1937,Iggy Osterman,12/20/2001,895.46,850.912,1063.64,1959.1,2350.92
Standard Rollaway File with Lock,Thomas Boland,12/20/2001,227.24,120.752,150.94,378.18,408.434
Coloredge Poster Frame,Sue Ann Reed-Freeman,12/20/2001,556.1,68.72,85.9,642,699.78
Siemens Accessory19,Nona Balk,12/20/2001,431.51,394.416,493.02,924.53,1137.17
Global Super Steno Chair,Laura Armstrong,12/20/2001,2857.99,64.16,80.2,2938.19,3643.36
Hon Non-Folding Utility Tables,Jennifer Patt,12/20/2001,442.86,34,42.5,485.36,538.75
Executive Impressions 14Inch,Patrick O_Brill,12/20/2001,383.25,161.304,201.63,584.88,690.158
Siemens Accessory28,Patrick O_Brill,12/20/2001,1665.04,101.52,126.9,1791.94,2186.17
Binder Clips by OIC,David Flashing,12/20/2001,13.72,2.128,2.66,16.38,19.492
Siemens Accessory36,Meg O_Connel,12/20/2001,823.55,67.568,84.46,908.01,980.651
Newell 323,Shui Tom,12/20/2001,92.2,-28.94,-28.94,63.26,67.688
Stackable Trays,Hilary Holden,12/21/2001,288.56,-142.52,-142.52,146.04,176.708
Crate-A-Files(TM),Suzanne McNair,12/21/2001,222.26,-35.34,-35.34,186.92,201.874
Newell 346,Sue Ann Reed-Freeman,12/21/2001,104.08,15.104,18.88,122.96,132.797
Nokia i1000,Sue Ann Reed-Freeman,12/21/2001,1062.34,442.832,553.54,1615.88,1922.9
Blackstonian Pencils,Grace Kelly,12/21/2001,26.2,5.8,7.25,33.45,36.461
Stockwell Push Pins,David Flashing,12/21/2001,1.91,0.752,0.94,2.85,3.563
Xerox 205,Jesus Ocampo,12/22/2001,244.15,-99.57,-99.57,144.58,172.05
Logitech Cordless Access Duo,Pierre Wener,12/22/2001,1126.98,635.736,794.67,1921.65,2267.55
Nokia i1000plus,Pierre Wener,12/22/2001,3496.66,1659.21,2074.01,5570.67,6350.56
Novimex Turbo Task Chair,Iggy Osterman,12/22/2001,2045.39,-306.55,-306.55,1738.84,1999.67
SC-3160,Suzanne McNair,12/22/2001,383.39,118.592,148.24,531.63,653.905
Nokia 252,Sue Ann Reed-Freeman,12/22/2001,506.57,156.96,196.2,702.77,773.047
Siemens Accessory16,Sue Ann Reed-Freeman,12/22/2001,143.22,26.584,33.23,176.45,190.566
Acme Kleen Earth Office Shears,Henia Zydlo,12/22/2001,21.05,-3.21,-3.21,17.84,21.23
Staples Pushpins,Mary Zewe,12/22/2001,12.11,5.248,6.56,18.67,20.91
Seth Thomas 13 1/2Inch Wall Clock,Shui Tom,12/22/2001,365.78,27.888,34.86,400.64,464.742
Xerox 1883,Shui Tom,12/22/2001,349.1,146.016,182.52,531.62,664.525
Prism CD-Recordable Discs,Harold Pawlan,12/23/2001,506.34,321.52,401.9,908.24,971.817
Nokia 252,Henia Zydlo,12/23/2001,506.57,175.336,219.17,725.74,798.314
Xerox 214,Patrick O_Brill,12/23/2001,348.82,-105.96,-105.96,242.86,257.432
Xerox 1951,Stephanie Ulpright,12/23/2001,215.72,82.208,102.76,318.48,337.589
Siemens Accessory34,Victor Price,12/23/2001,96.57,64.32,80.4,176.97,214.134
Tuf-Vin(TM) Binders,Sharelle Roach-McGee,12/24/2001,374.76,325.352,406.69,781.45,890.853
Nokia 6162m,Maxwell Schwartz,12/24/2001,3362.1,1766.19,2207.74,5569.84,6405.32
Wirebound Voice Message Log Book,Mary Zewe,12/24/2001,21.89,16.944,21.18,43.07,49.1
Avery White Multi-Purpose Labels,Pierre Wener,12/25/2001,24.32,16,20,44.32,51.854
Xerox 1950,Sharelle Roach-McGee,12/25/2001,305.48,-63.22,-63.22,242.26,295.557
Staples* Letter Opener,Mary Zewe,12/25/2001,277.4,-186.33,-186.33,91.07,111.105
Newell 310,Patrick O_Brill,12/25/2001,28.66,0.784,0.98,29.64,35.272
Xerox Blank Computer Paper,Meg Tillman-Sachs,12/25/2001,454.32,164.512,205.64,659.96,818.35
Regeneration Desk Collection,Henia Zydlo,12/26/2001,184.19,-125.36,-125.36,58.83,61.771
Safco Contoured Stacking Chairs,Mary Zewe,12/26/2001,3518.13,1227.83,1534.79,5052.92,6012.98
Siemens 300 Series Non-Flip,Mary Zewe,12/26/2001,4473.66,2128.81,2661.01,7134.67,8775.64
Holmes HEPA Air Purifier,Roy Skaria,12/27/2001,572.22,115.12,143.9,716.12,809.216
Xerox 1902,Henia Zydlo,12/27/2001,89.27,39.592,49.49,138.76,148.473
Euro Pro Shark Stick Mini Vacuum,Jas O_Carroll,12/28/2001,254.93,-23.89,-23.89,231.04,242.592
G.E. Halogen Desk Lamp Bulbs,Jas O_Carroll,12/28/2001,21.65,6.176,7.72,29.37,35.831
Newell 322,Jas O_Carroll,12/28/2001,93.87,-5.92,-5.92,87.95,105.54
Harmony Air Purifier,Barbara Fisher,12/28/2001,1279.2,733.344,916.68,2195.88,2525.26
Siemens Accessory31,Robert Marley,12/28/2001,434.77,526.168,657.71,1092.48,1190.8
Xerox 1967,Ellis Ballard,12/28/2001,45.17,-0.41,-0.41,44.76,48.788
Lexmark Z65 Color Inkjet Printer,Herbert Flentye,12/28/2001,4147.15,1546.74,1933.43,6080.58,7114.28
Canon PC940 Copier,MaryBeth Skach,12/28/2001,2639.95,2320.26,2900.33,5540.28,6426.73
Nokia 270c,Victor Price,12/28/2001,3712.04,1907.09,2383.86,6095.9,7376.04
Tensor Track Tree Floor Lamp,Patrick O_Brill,12/29/2001,166.58,-37.87,-37.87,128.71,151.878
Avery 495,Thomas Seio,12/29/2001,138.98,137.208,171.51,310.49,360.168
Xerox 1989,Meg Tillman-Sachs,12/29/2001,13.82,1.568,1.96,15.78,17.831
OIC Stacking Trays,Hilary Holden,12/30/2001,53.03,-9.57,-9.57,43.46,53.89
Staples #10 Colored Envelopes,Hilary Holden,12/30/2001,103.67,37.312,46.64,150.31,163.838
Fiskars Spring-Action Scissors,Roy Skaria,12/30/2001,667.11,-10.82,-10.82,656.29,754.733
Xerox 1936,Harold Pawlan,12/30/2001,230.56,94.232,117.79,348.35,421.504
Fellowes Binding Cases,Robert Marley,12/30/2001,175.27,31.368,39.21,214.48,246.652
Staples Standard Envelopes,Robert Marley,12/30/2001,24.84,13,16.25,41.09,50.541
Epson LX-300+ Dot Matrix Printer,Mary O_Rourke,12/31/2001,6246.89,2581.08,3226.35,9473.24,9946.9
Avery Hanging File Binders,Roy Skaria,12/31/2001,26.76,12.176,15.22,41.98,45.758
Avery 495,David Flashing,12/31/2001,53.23,59.8,74.75,127.98,148.457
Belkin ErgoBoard(TM) Keyboard,Meg O_Connel,12/31/2001,52.65,13.112,16.39,69.04,82.848
Faber Castell Col-Erase Pencils,Meg O_Connel,12/31/2001,244.86,-39.97,-39.97,204.89,245.868
Nokia 5125,Meg O_Connel,12/31/2001,253.33,127.664,159.58,412.91,445.943
Epson FX-980 Dot Matrix Printer,Maurice Satty,12/31/2001,9799.62,5155.97,6444.96,16244.6,19980.8
Novimex Fabric Task Chair,Mary O_Rourke,1/1/2002,581.49,-91.26,-91.26,490.23,588.276
Siemens Accessory12,Michael Oakman,1/1/2002,521.54,726.92,908.65,1430.19,1616.12
Staples Pushpins,David Flashing,1/1/2002,44.98,4.888,6.11,51.09,57.221
Siemens Accessory28,Peter McVee,1/1/2002,1273.26,104.896,131.12,1404.38,1713.34
Fellowes Econo/Stor Drawers,Meg Tillman-Sachs,1/1/2002,1448.47,-113.58,-113.58,1334.89,1441.68
Sharp EL500L Fraction Calculator,Jas O_Carroll,1/2/2002,505.68,10.016,12.52,518.2,616.658
Bevis 44 x 96 Conference Tables,Lena Cacioppo,1/2/2002,171.34,39.536,49.42,220.76,267.12
Xerox 1890,Barbara Fisher,1/2/2002,540.7,554.072,692.59,1233.29,1381.29
Colored Push Pins,Debra Catini-Entman,1/2/2002,31.81,-7.69,-7.69,24.12,25.326
Xerox 1997,Debra Catini-Entman,1/2/2002,286.29,-136.14,-136.14,150.15,180.18
Xerox 191,Meg Tillman-Sachs,1/2/2002,565,250.536,313.17,878.17,1053.8
Nokia 6162m,Olvera Toch,1/3/2002,960.6,464.872,581.09,1541.69,1772.94
Economy Rollaway Files,Debra Catini-Entman,1/3/2002,352.37,125.584,156.98,509.35,550.098
Xerox 1938,David Flashing,1/3/2002,283,246.224,307.78,590.78,655.766
Siemens Accessory40,Peter McVee,1/3/2002,511.14,598.424,748.03,1259.17,1523.6
Siemens Accessory34,Suzanne McNair,1/4/2002,1979.66,1294.89,1618.61,3598.27,4353.91
Xerox 225,Debra Catini-Entman,1/4/2002,85.55,-2.94,-2.94,82.61,90.045
Staples Gold Paper Clips,Jim Sink,1/4/2002,38.39,3.248,4.06,42.45,46.271
Crayola Colored Pencils,Karen Seio,1/5/2002,29.54,6.88,8.6,38.14,45.768
Poly Designer Cover & Back,Mary Zewe,1/5/2002,269.64,113.928,142.41,412.05,506.822
Xerox 216,Mary Zewe,1/5/2002,515.38,-174.96,-174.96,340.42,418.717
Ericsson 7160,Rick Reed,1/5/2002,3407.98,1522.94,1903.68,5311.66,5949.06
Avery 514,Deanra Eno,1/6/2002,60.8,24.728,30.91,91.71,109.135
Seth Thomas 13 1/2Inch Wall Clock,Deanra Eno,1/6/2002,292.62,36.2,45.25,337.87,391.929
Xerox 1897,Suzanne McNair,1/6/2002,117.94,-45.39,-45.39,72.55,89.962
Prismacolor Color Pencil Set,Dario Medina,1/6/2002,128.3,51.424,64.28,192.58,227.244
Flat Face Poster Frame,Quincy Jones,1/6/2002,339.91,160.536,200.67,540.58,637.884
Newell 318,Quincy Jones,1/6/2002,69.36,-1.63,-1.63,67.73,71.117
Xerox 1982,Maxwell Schwartz,1/6/2002,1237.32,-70.85,-70.85,1166.47,1306.45
Avery 519,Barbara Fisher,1/6/2002,56.52,51.704,64.63,121.15,134.477
Hon Racetrack Conference Tables,Barbara Fisher,1/6/2002,8703.76,3213.27,4016.59,12720.4,15773.2
Xerox 1933,Grace Kelly,1/6/2002,381.06,123.44,154.3,535.36,653.139
Xerox 1972,Mathew Reese,1/6/2002,119.43,-36.76,-36.76,82.67,90.937
Ericsson 2190,Debra Catini-Entman,1/6/2002,1618.21,629.368,786.71,2404.92,2549.22
Avery 480,Jesus Ocampo,1/7/2002,94.37,90.936,113.67,208.04,228.844
Letter Size File,Jesus Ocampo,1/7/2002,27.89,11.944,14.93,42.82,52.24
Newell 313,Quincy Jones,1/7/2002,51.88,6.976,8.72,60.6,64.236
Xerox 1990,Quincy Jones,1/7/2002,333.93,-173.54,-173.54,160.39,192.468
Contemporary Wood/Metal Frame,Maxwell Schwartz,1/7/2002,537.88,8.584,10.73,548.61,663.818
Nokia 6162i,Maxwell Schwartz,1/7/2002,1052.86,420.496,525.62,1578.48,1736.33
Poly String Tie Envelopes,Maxwell Schwartz,1/7/2002,14.89,-4.47,-4.47,10.42,12.296
Hon GuestStacker Chair,Harold Pawlan,1/7/2002,4047.38,1449.5,1811.87,5859.25,6210.81
Holmes Odor Grabber,Heather Jas-Hannaway,1/7/2002,199.48,5.384,6.73,206.21,243.328
Newell 347,Mary Zewe,1/7/2002,200.63,-21.6,-21.6,179.03,218.417
Xerox 1884,Mary Zewe,1/7/2002,154.03,53.792,67.24,221.27,247.822
Xerox 1910,Ellis Ballard,1/7/2002,960.32,909.648,1137.06,2097.38,2453.93
LX-588,Jim Sink,1/7/2002,831.21,420.28,525.35,1356.56,1560.04
Prang Colored Pencils,Jesus Ocampo,1/8/2002,35.75,16.056,20.07,55.82,69.217
Nokia 6190,Maxwell Schwartz,1/8/2002,814.68,443.584,554.48,1369.16,1519.77
Bevis 36 x 72 Conference Tables,Lena Cacioppo,1/8/2002,6257.7,-537.38,-537.38,5720.32,6978.79
Xerox 1952,Grace Kelly,1/8/2002,22.15,-1.43,-1.43,20.72,21.756
Harmony Air Purifier,Ellis Ballard,1/8/2002,1066,691.808,864.76,1930.76,2220.37
Xerox 200,Ellis Ballard,1/8/2002,104.97,-9.15,-9.15,95.82,111.151
Microsoft Multimedia Keyboard,Peter McVee,1/8/2002,794.28,31.904,39.88,834.16,1009.33
Fellowes EZ Multi-Media Keyboard,Hilary Holden,1/9/2002,1038.85,201.976,252.47,1291.32,1575.41
Nokia T20e,Hilary Holden,1/9/2002,3426.65,1842.17,2302.71,5729.36,7104.41
Xerox 1899,Michael Oakman,1/9/2002,295.71,-43.33,-43.33,252.38,282.666
Nokia CH 768,Lynn Smith-Reed,1/9/2002,1538.76,653.976,817.47,2356.23,2615.41
TimeportP7382,Elizabeth Moffitt,1/9/2002,2611.23,1294.13,1617.66,4228.89,5074.67
3M Office Air Cleaner,Quincy Jones,1/9/2002,459,134.824,168.53,627.53,715.384
Newell 310,Quincy Jones,1/9/2002,10.11,0.224,0.28,10.39,12.364
Self-Adhesive Removable Labels,William Brown,1/9/2002,11.59,21.392,26.74,38.33,42.546
Standard Rollaway File with Lock,Sarah Jordon-Smith,1/9/2002,4431.26,2129.77,2662.21,7093.47,7660.95
Sony 6162I,Heather Jas-Hannaway,1/9/2002,485.93,216.568,270.71,756.64,870.136
Aluminum Document Frame,Lena Cacioppo,1/9/2002,95.71,19.856,24.82,120.53,145.841
Newell 323,Mary Zewe,1/9/2002,84.52,-27.6,-27.6,56.92,60.904
Sony Accessory1,Rick Reed,1/9/2002,123.65,110.456,138.07,261.72,290.509
Akro Stacking Bins,Ellis Ballard,1/9/2002,599.55,-200.44,-200.44,399.11,490.905
Nokia 6190,Herbert Flentye,1/9/2002,737.1,422.8,528.5,1265.6,1404.82
Longer-Life Soft White Bulbs,Stephanie Ulpright,1/9/2002,210.25,-76.91,-76.91,133.34,152.008
Cameo Buff Policy Envelopes,Maurice Satty,1/9/2002,225.34,288.376,360.47,585.81,726.404
Assorted Color Push Pins,Jesus Ocampo,1/10/2002,43.97,4.952,6.19,50.16,56.179
Lumber Crayons,Jesus Ocampo,1/10/2002,453.58,-1.3,-1.3,452.28,497.508
Xerox 1930,Jasper Cacioppo,1/10/2002,237.71,-48.94,-48.94,188.77,234.075
Newell 314,Elizabeth Moffitt,1/10/2002,64.77,17.16,21.45,86.22,101.74
Nokia 232,Sarah Jordon-Smith,1/10/2002,3131.29,1450.95,1813.69,4944.98,5983.43
Avery 499,Mary Zewe,1/10/2002,80.59,88.088,110.11,190.7,225.026
Acco 3-Hole Punch,Grace Kelly,1/10/2002,7.83,9.296,11.62,19.45,22.756
Master Big Foot Doorstop  Beige,Mathew Reese,1/10/2002,299.69,-57.73,-57.73,241.96,278.254
Sony Accessory28,Frank Olsen,1/10/2002,48.97,7.544,9.43,58.4,67.744
12-1/2 Diameter Round Wall Clock,Hilary Holden,1/11/2002,507,1.2,1.5,508.5,594.945
Belkin 8 Outlet Surge Protector,Jas O_Carroll,1/11/2002,57.38,21.304,26.63,84.01,89.891
Newell 350,Michael Moore,1/11/2002,303.69,-178.01,-178.01,125.68,147.046
Bagged Rubber Bands,Mathew Reese,1/11/2002,32.69,-7.94,-7.94,24.75,27.225
i270,Frank Olsen,1/11/2002,1267.97,518.656,648.32,1916.29,2222.9
Xerox 188,Frank Olsen,1/11/2002,363.7,72.224,90.28,453.98,481.219
Keytronic French Keyboard,Ellis Ballard,1/11/2002,1001.71,118.84,148.55,1150.26,1299.79
Xerox 1920,Ellis Ballard,1/11/2002,464.92,-179.51,-179.51,285.41,328.222
Colorific Watercolor Pencils,MaryBeth Skach,1/11/2002,3.62,1.816,2.27,5.89,6.243
V 3600 Series,Shui Tom,1/11/2002,756.23,218.16,272.7,1028.93,1121.53
Nokia V70,Paul Prost,1/11/2002,2108.58,928.248,1160.31,3268.89,3955.36
Nokia 5125,Lynn Smith-Reed,1/12/2002,4813.24,2070.09,2587.61,7400.85,7992.92
V66,Nona Balk,1/12/2002,1000.08,535.656,669.57,1669.65,1786.53
Xerox 219,Nona Balk,1/12/2002,258.97,-35.92,-35.92,223.05,247.586
i270,Lena Cacioppo,1/12/2002,1992.52,689.568,861.96,2854.48,3311.2
SC-3160,Skye Norling-Christen,1/12/2002,1629.42,550.64,688.3,2317.72,2850.8
Acco Keyboard-In-A-Box,Hilary Holden,1/13/2002,533.96,41.216,51.52,585.48,690.866
Xerox 1999,Michael Oakman,1/13/2002,402.88,-76.85,-76.85,326.03,355.373
Avery 478,Thomas Boland,1/13/2002,49.89,39.936,49.92,99.81,121.768
Xerox 1937,Thomas Boland,1/13/2002,23.56,22.448,28.06,51.62,61.944
Xerox 223,Thomas Boland,1/13/2002,37.87,-4.89,-4.89,32.98,40.565
Siemens 5170I,Sharelle Roach-McGee,1/13/2002,888.85,463.376,579.22,1468.07,1732.32
